HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G08YSZZ2YZPW6ZJVYJNXJ0,AUSQOJ071FUM9,Approved,"Wed May 14 03:01:24 PDT 2008","Wed May 14 03:01:39 PDT 2008","i wish she should have agreed to come",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G072RZ0GXH5WCT6ZZ0XHQZ,A141BMS3GCGL,Approved,"Wed May 14 07:36:25 PDT 2008","Wed May 14 07:37:14 PDT 2008","I wish I Brittney Spears would go away.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0DKTZPWDXRZFZ3DYNHWE0,A2E5CZT7QIEZUU,Approved,"Wed May 14 07:54:52 PDT 2008","Wed May 14 07:55:11 PDT 2008","I wish to walk the Appalaichain Trail.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0NY0ZWYZZQXYZS3ZXNY1Z,A189XREUKU9QVK,Approved,"Wed May 14 09:14:28 PDT 2008","Wed May 14 09:15:57 PDT 2008","i wish my life was stable.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0KT3ZTJ81HTSZ115HCYBZ,A18OWM0IFQ4889,Approved,"Wed May 14 09:28:47 PDT 2008","Wed May 14 09:29:28 PDT 2008","I wish I were the most efficient person.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0VY3JM4N7DYA6X8ZFPAGZ,A68JZJUJH39AU,Approved,"Wed May 14 10:19:04 PDT 2008","Wed May 14 10:19:48 PDT 2008","would like to be beautiful actress",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0VWN0ZGMED07Z7RZNKTBZ,A1B2DZW69A7MT3,Approved,"Wed May 14 11:05:44 PDT 2008","Wed May 14 11:06:12 PDT 2008","I wish for relational peace and growth.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0B9AZ48YNBH5ZP7ZADZBZ,A3UJH01GV911JP,Approved,"Wed May 14 11:39:15 PDT 2008","Wed May 14 11:40:00 PDT 2008","I wish that my student loans were paid so that I can go back to school.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0WWHZ7RYRG3T22RYDEX10,A1M0SEWUJYX9K0,Approved,"Wed May 14 11:40:27 PDT 2008","Wed May 14 11:40:49 PDT 2008","I need money.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0XZSZXADKRKC4RJZ8KXFZ,A2JD6TDRI302GE,Approved,"Wed May 14 14:26:07 PDT 2008","Wed May 14 14:26:37 PDT 2008","To stay healthy and live a long life",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0RKFAS4R9ABYZ46ZKZGJ0,A1IU59QARGX9H5,Approved,"Wed May 14 15:53:18 PDT 2008","Wed May 14 15:53:28 PDT 2008","I wish I was braver.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0YJ2ZTFZZMW8ES1Z2HK60,A2SXKU8FSOS9UJ,Approved,"Wed May 14 15:56:53 PDT 2008","Wed May 14 15:57:20 PDT 2008","i wish to be good person this year",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G003RZZE4HXX5Z2THW2K10,A3CH88OW84NW7R,Approved,"Wed May 14 17:27:13 PDT 2008","Wed May 14 17:27:49 PDT 2008","I wish to successfully keep my finances in order.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0FWPJYRYBPYWZTVY2CZQ0,A3HNV7AAJ05CN7,Approved,"Wed May 14 18:17:28 PDT 2008","Wed May 14 18:17:35 PDT 2008","I wish I was married. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0XWZCGSZ2PTXZ4296HZTZ,A2NCIFVGIZESDF,Approved,"Wed May 14 18:41:40 PDT 2008","Wed May 14 18:42:12 PDT 2008","I wish it were easier to make money from home.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0ZG4Z5M9JQA86WFZF0YW0,A17P7NEF4WHK2M,Approved,"Wed May 14 19:56:50 PDT 2008","Wed May 14 19:57:04 PDT 2008","I wish I'm successful in my field.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0FZ72WQSKNWAZTJY51XSZ,AJT8IYQRJLH2X,Approved,"Wed May 14 21:34:48 PDT 2008","Wed May 14 21:36:40 PDT 2008","to be a good boy",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G01TYZYZ0T7YZ4YWYM6K4Z,AC9YK182H16P1,Approved,"Wed May 14 21:38:52 PDT 2008","Wed May 14 21:39:13 PDT 2008","good motobite",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0ZZRMT2H6EY0Z71YXXGN0,ALQDIENSEY90C,Approved,"Wed May 14 21:52:55 PDT 2008","Wed May 14 21:53:09 PDT 2008","I wish I could play the guitar. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G05ZK2T1Z062BZW2XR2GR0,A1ASWQQ7MSIQR7,Approved,"Wed May 14 22:43:12 PDT 2008","Wed May 14 22:43:38 PDT 2008","I wish my daughter would get with the program.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0C9NZMWX4W2HZTSHAWZHZ,A7AJEL4XYUOD4,Approved,"Wed May 14 22:57:30 PDT 2008","Wed May 14 22:58:13 PDT 2008","i wish i had one big brother",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G020MWYJY9HXWGYDYNDW1Z,A197KN6HK7DF7M,Approved,"Thu May 15 00:47:43 PDT 2008","Thu May 15 00:48:08 PDT 2008","I wish this paid more than two cents.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0412ZJSYKCXQ8WY5G3HZ0,A3TKY3WZW7PWG5,Approved,"Thu May 15 02:38:34 PDT 2008","Thu May 15 02:38:48 PDT 2008","I wish the world would end.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0EXFZW6WAW3JZXDYRJXCZ,A3G653H1CLU3VU,Approved,"Thu May 15 05:57:53 PDT 2008","Thu May 15 05:58:12 PDT 2008","I wish for a better candidate for 2008 elections.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G09XTGQSZ74HZMNMZ1TYJ0,A3VA051NB26M27,Approved,"Thu May 15 07:37:56 PDT 2008","Thu May 15 07:38:14 PDT 2008","I wish there were no such thing as racism.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0B8MZ3H4BH9TZMJCZJ29Z,A1ZOEHM2JY1BQL,Approved,"Thu May 15 08:31:59 PDT 2008","Thu May 15 08:32:21 PDT 2008","I wish I could meet Regis Philbin.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G01K7EKVYP6X4Z16YX0YNZ,A3SZ2MOJARV5UV,Approved,"Thu May 15 08:38:36 PDT 2008","Thu May 15 08:38:50 PDT 2008","I wish that the soldiers will come home. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G06K8ZZPYM4HR8Y6ZDNH00,A2PCCQZB6EXF40,Approved,"Thu May 15 08:48:30 PDT 2008","Thu May 15 08:48:42 PDT 2008","I wish that my laundry could fold itself.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G01WYY1S8AVKGZVMC4VZC0,A1DQHWJ5K3EZQ7,Approved,"Thu May 15 09:20:06 PDT 2008","Thu May 15 09:20:19 PDT 2008","I wish I had some sprite.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G01TSZMNHRRJ2ZS3MVBXHZ,A2A6V0QQW4AM0,Approved,"Thu May 15 12:40:08 PDT 2008","Thu May 15 12:40:35 PDT 2008","I wish I had no acne. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0A35ZWAZPAZMZNB14WAT0,A1XX5IN9PWR8T2,Approved,"Thu May 15 16:04:50 PDT 2008","Thu May 15 16:05:11 PDT 2008","I wish for all software to be open source.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0YW5ZSMDV0HFTX89FPAX0,A1CFRJGH5S97DK,Approved,"Thu May 15 20:09:53 PDT 2008","Thu May 15 20:10:25 PDT 2008","I wish gas prices would stop going up.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0EHPC59Y84Z9ZQTYZWXMZ,A1PU1I93TUHMIW,Approved,"Thu May 15 20:33:58 PDT 2008","Thu May 15 20:34:25 PDT 2008","I could sing a song.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0FJHZV3Y09WTZ51WW0X7Z,A1XLCLABB494NA,Approved,"Thu May 15 22:37:00 PDT 2008","Thu May 15 22:37:27 PDT 2008","I wish there would be no poverty in the world.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0XZJZNRYQ404JRJ85E8J0,A1DE9XQJ5FSGIB,Approved,"Thu May 15 23:46:30 PDT 2008","Thu May 15 23:46:59 PDT 2008","I want to live in a palace.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0DB8ZZ9C8G07Z69Y0E1J0,A2UA8VH6YLCIDK,Approved,"Fri May 16 00:03:49 PDT 2008","Fri May 16 00:04:21 PDT 2008","I mmet a girl to get serious with.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0XXG6MWWBNJFZV7ZQNRX0,A1NXE95SBE91PZ,Approved,"Fri May 16 04:11:13 PDT 2008","Fri May 16 04:11:26 PDT 2008","I want to have a Honda CRV.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0J99ZTP0YEKPZY9Y8XRN0,A3KN1ZUTQ81S5J,Approved,"Fri May 16 04:40:25 PDT 2008","Fri May 16 04:40:38 PDT 2008","I wish I owned a plane.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0C9PT0YZCXVV0YWZ94X9Z,A1OFNE42I6JHB6,Approved,"Fri May 16 05:01:07 PDT 2008","Fri May 16 05:01:38 PDT 2008","I wish I had a better paying job.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0AJJZT2R9NKSZY7RNYW50,AK1V4PR1X1POE,Approved,"Fri May 16 07:51:25 PDT 2008","Fri May 16 07:51:48 PDT 2008","I will get a great job that I love.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0FRFZ0ZZJ720ZGDZHVGH0,A1ZOR3SCBVNKDG,Approved,"Fri May 16 09:24:58 PDT 2008","Fri May 16 09:25:42 PDT 2008","i wish that i had no worrys",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0YXRZYT9E291ZVGW0KXSZ,A16AZHD3CCD77Q,Approved,"Fri May 16 09:30:39 PDT 2008","Fri May 16 09:30:50 PDT 2008","I wish my parents were alive.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G09HBMWPYFYG2C2FW4NHKZ,A36UE27X46N64Y,Approved,"Fri May 16 09:57:26 PDT 2008","Fri May 16 09:57:44 PDT 2008","my baby to be healthy and happy",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0XJEZZYZ7QYQM7BWYPK50,A1IOTN9G4VFW2,Approved,"Fri May 16 11:00:51 PDT 2008","Fri May 16 11:01:35 PDT 2008","A sunny afternoon, a friend and a chess board.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G05ZSMZHYKSYWTNND79K5Z,A2F0ESHSXCYEYM,Approved,"Fri May 16 15:55:06 PDT 2008","Fri May 16 15:55:20 PDT 2008","I wish I had a backyard.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0P1QZPFDQ90NZKEZKS8R0,A1MZERLL9LW8BO,Approved,"Fri May 16 17:10:03 PDT 2008","Fri May 16 17:10:15 PDT 2008","For there to be an end to sexism.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0Z86ZRH0DV1FZTT9NHY6Z,A9K8BK4EAVT34,Approved,"Fri May 16 17:48:28 PDT 2008","Fri May 16 17:49:45 PDT 2008","Discovery United Streaming account for year for homeschooling my Grandchildren.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0RSY6TQ0KXZC2Y1ZQ1X80,A2JFIKXG2P24Q0,Approved,"Fri May 16 19:47:15 PDT 2008","Fri May 16 19:48:35 PDT 2008","I wish to have a boyfriend who really loves me.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0VT5M43ZH3XAZZ7Z6G0ZZ,AS49YWVQCPWDL,Approved,"Fri May 16 21:02:13 PDT 2008","Fri May 16 21:02:21 PDT 2008","I wish i had more money",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0M0TW170E49ZZMQY8R11Z,AS7QSZPN28VFT,Approved,"Fri May 16 22:04:32 PDT 2008","Fri May 16 22:06:29 PDT 2008","I wish traffic in Seattle would be improved.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0J0QRRH82HH4CJJYBYYJZ,AFSJ16DWKMSF7,Approved,"Fri May 16 22:34:50 PDT 2008","Fri May 16 22:35:05 PDT 2008","I wish my dog will get well.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G018RYMNY7VRR8KKDZSJNZ,A913TQL69DSRC,Approved,"Sat May 17 00:24:00 PDT 2008","Sat May 17 00:24:12 PDT 2008","For aaron to always love me",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0KWHZJ8Y1Q0VMYNGV0HD0,A126Y36YEEGP4P,Approved,"Sat May 17 02:10:32 PDT 2008","Sat May 17 02:11:20 PDT 2008","Wish I could make my own non profit for animals.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0DTXZ1TYDVY2ZHJYYCKF0,A2T3JZZHU3N6AQ,Approved,"Sat May 17 02:21:23 PDT 2008","Sat May 17 02:22:06 PDT 2008","to go school at US",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0RXXPT9Y7GZCZTK9HCR20,A89DGEFLLTAFP,Approved,"Sat May 17 08:20:32 PDT 2008","Sat May 17 08:20:57 PDT 2008","swim in antartctica",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0CZTWR9RGCJGZ6EY6DZZ0,AFC27GJDZ5KGJ,Approved,"Sat May 17 09:28:53 PDT 2008","Sat May 17 09:29:21 PDT 2008","I wish there were something better on TV right now.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0T14208XBTT1ZTERAP1G0,A1LFBV3BSMKFZ3,Approved,"Sat May 17 09:53:00 PDT 2008","Sat May 17 09:53:10 PDT 2008","I wish no one was poor.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0KA1Z3GMSXZ3ZR7ZAAGTZ,A15MK127K9F2DZ,Approved,"Sat May 17 12:14:57 PDT 2008","Sat May 17 12:15:13 PDT 2008","I wish that brother finds a good wife.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G03WKANYHCGYYEXEC41ZP0,A1ZVQWVTK42DE1,Approved,"Sat May 17 13:51:33 PDT 2008","Sat May 17 13:52:14 PDT 2008","to get my friend a pair of Sass shoes.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G04X1ZTKHMHYK4YPCF7Z70,A1DCW88FW0WCYP,Approved,"Sat May 17 16:16:36 PDT 2008","Sat May 17 16:16:56 PDT 2008","i wish that i was hott",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0HZDJS097FYK6XV51VTB0,AQBYT6ISK9YNN,Approved,"Sat May 17 16:34:27 PDT 2008","Sat May 17 16:34:57 PDT 2008","Wish this music would finally stop",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G03ZJZV7Z44XSZYCD9YHZ0,A35SNJGWZLZFK8,Approved,"Sat May 17 18:00:59 PDT 2008","Sat May 17 18:01:11 PDT 2008","I wish that all the world could be friends.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0G8KR22MPDXFZZGGDZTF0,A6NQXH8SA3KIC,Approved,"Sat May 17 19:41:49 PDT 2008","Sat May 17 19:42:34 PDT 2008","I wish that my husband succeeds in his future endeavor into Biomedical Engineering",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G02XQ4XHS1JX264Z88RYMZ,A1T7V32ZV3PJ88,Approved,"Sat May 17 20:10:04 PDT 2008","Sat May 17 20:10:49 PDT 2008","I wish the price of gas would go down.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G00J7TNWMZXWJZTYYT1YH0,A2OY54JKHARPKS,Approved,"Sat May 17 20:28:38 PDT 2008","Sat May 17 20:29:41 PDT 2008","wish i could make money working from home",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0M94G7B5XJRWZH0YBQ83Z,A1GD3MQELM1R9M,Approved,"Sat May 17 20:34:12 PDT 2008","Sat May 17 20:34:56 PDT 2008","I wish my acne would clear up.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0K1JPS3WXQX1ZXPZ54XZZ,A3J6T5CJKRS9OC,Approved,"Sat May 17 20:47:34 PDT 2008","Sat May 17 20:48:33 PDT 2008","I wish to win the lottery and move somewhere warmer.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0NK4M5WCVWYXZH3ZGCXSZ,A19G248ZRHWWHT,Approved,"Sun May 18 00:04:14 PDT 2008","Sun May 18 00:04:37 PDT 2008","I wish for a great education",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0SRCERPZHKYKGVKZXTZ2Z,AOGOI9OQROYZF,Approved,"Sun May 18 01:11:32 PDT 2008","Sun May 18 01:11:39 PDT 2008","I wish my exams were over. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0QZSZX5S81ZCZHE5TNW4Z,A1HTE29KYTQHUL,Approved,"Sun May 18 01:36:47 PDT 2008","Sun May 18 01:37:09 PDT 2008","I want to start a college fund for my kids.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0K01Z10NZGGCZ56Y8PZ0Z,A2W2ZEI7WUASOW,Approved,"Sun May 18 01:38:36 PDT 2008","Sun May 18 01:39:24 PDT 2008","I would like to visit Angor Wat in Cambodia",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G03XTG3XG12YMZ51GVC9CZ,A2JFON4OL332ES,Approved,"Sun May 18 02:45:02 PDT 2008","Sun May 18 02:45:19 PDT 2008","I wish that I could live forever",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0GRGZT1YKVAJ0XB0SHW2Z,A13JJY1YWVVUA5,Approved,"Sun May 18 05:39:09 PDT 2008","Sun May 18 05:39:36 PDT 2008","wish that the next week was calm.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0P3C8YMDEG01C5JZ76Y3Z,A3EES9G85B7NQ5,Approved,"Sun May 18 05:47:37 PDT 2008","Sun May 18 05:48:12 PDT 2008","I wish that a cure could be found for cancer.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0ES7JQC10GZ6ZZWNZ9BFZ,A114F2IBS5A8BQ,Approved,"Sun May 18 07:02:15 PDT 2008","Sun May 18 07:02:38 PDT 2008","I wish I weren't fat.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0Q05Z4JYPFX8YR8C9KWH0,A1QYIWQ19FC3T6,Approved,"Sun May 18 07:32:41 PDT 2008","Sun May 18 07:34:20 PDT 2008","I wish for a new roof on our house",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0BYRZV1ZQC3TZ348VT0V0,A1757CYJKBGLV2,Approved,"Sun May 18 08:11:44 PDT 2008","Sun May 18 08:12:00 PDT 2008","i wish i could earn a bonus in mturk",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0SJSZSFDR02BJ1BYCNHG0,A1V8ADG9PEHML8,Approved,"Sun May 18 09:00:23 PDT 2008","Sun May 18 09:00:48 PDT 2008","I wish I could get married.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0MGQTTDYPZYAZH6YKWJC0,A1C3B4VVMJCV7B,Approved,"Sun May 18 11:37:41 PDT 2008","Sun May 18 11:37:55 PDT 2008","I wish I could take a vacation.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0T9AZX385FYHZWEZ0MZ10,A2J3AYNRN22DC3,Approved,"Sun May 18 12:08:38 PDT 2008","Sun May 18 12:09:09 PDT 2008","I hope Abby is happy in her new home.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G090XZNCZ7AZYZTAZPRWJ0,A3BS5UO761W5W6,Approved,"Sun May 18 12:23:47 PDT 2008","Sun May 18 12:25:14 PDT 2008","My dead pets to come back to life",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G00XQMQQY3497ZY39BTW6Z,A3EDFX01QX4B33,Approved,"Sun May 18 13:09:56 PDT 2008","Sun May 18 13:10:20 PDT 2008","I wish I lived in the country.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0KGBZ2JY2D3EYHRYMY8RZ,AJV985MKGCIQ0,Approved,"Sun May 18 14:41:58 PDT 2008","Sun May 18 14:42:01 PDT 2008","Cities to have more parks.",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G0JWPAH357RWEZHX5FN0YZ,AJVOJM3RQS5H8,Approved,"Sun May 18 15:49:25 PDT 2008","Sun May 18 15:49:32 PDT 2008","I wish that animals could talk. ",
2SSZTT46YYAWT0ZSE1G0,"Make a short wish"," ",2SSZTT46YYAWT0ZSE1G03GHYMF4KKY0AZ3ZW1S80,A1HG7LSEPYMEDV,Approved,"Sun May 18 16:28:36 PDT 2008","Sun May 18 16:29:01 PDT 2008","I wish I knew then what I know now",
HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27ZJYXZVQR1ZY52YWYAYZP0,A1JN66PXPF1B67,Approved,"Fri May 02 05:48:45 PDT 2008","Fri May 02 05:49:05 PDT 2008","I wish for a 12 word wish.",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27ZSASTS5YZQXWAYWYA3YQZ,AMICRC4JMYWBV,Approved,"Fri May 02 05:50:22 PDT 2008","Fri May 02 05:51:30 PDT 2008","I wish I drive my own jaguar",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27ZRZZZ0CYBMB20V9Z2GW6Z,A2RGHKTWO4CSJE,Approved,"Fri May 02 05:51:26 PDT 2008","Fri May 02 05:51:45 PDT 2008","that i find the collectable I want",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27ZKS7EXVHNKX7RGZHJE3GZ,A350QC2ANDPA6J,Approved,"Fri May 02 05:53:19 PDT 2008","Fri May 02 05:53:44 PDT 2008","I wish for a democrat to be President",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27Z2HQZ5A8F1ZVZRQYVQ1H0,ACH9W0ARCSTN5,Approved,"Fri May 02 05:57:13 PDT 2008","Fri May 02 05:57:29 PDT 2008","I wish that my friends and family will always be taken care of.",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27Z72EZSFYJ98CYK0YDP020,A2CCRSB9Q6135U,Approved,"Fri May 02 06:05:53 PDT 2008","Fri May 02 06:06:05 PDT 2008","I wish there was more time in a day.",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27Z6WCZZ7ZB6J8C0S0RSXFZ,A2UUY9L8PP9HKU,Approved,"Fri May 02 06:08:52 PDT 2008","Fri May 02 06:09:21 PDT 2008","I wish for peace all over the world.",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27Z8Y0ZWXYRA8NZQNSTD9A0,A2VH5LBZ5S5IBL,Approved,"Fri May 02 06:19:52 PDT 2008","Fri May 02 06:20:19 PDT 2008","I wish that everyone had good health.",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27Z89RGJR96EYJEW30FGX70,A3PKBEWV3JSOLP,Approved,"Fri May 02 06:25:37 PDT 2008","Fri May 02 06:25:57 PDT 2008","I wish pets could live forever with us",
2XM8VNYCK03Z1R9VG27Z,"Make a short wish"," ",2XM8VNYCK03Z1R9VG27ZKXNZ6JZ84WBTPRZYXV5Z,A38ZGWB47QTEY6,Approved,"Fri May 02 06:26:00 PDT 2008","Fri May 02 06:26:15 PDT 2008","I wish to be rid of this flu.",
